0 2
1  11 0 0 0 0 2.45880233E-02 -4.93002865E-02 8.82180979E-02 1.04007317E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.69422979E+03
1  -11 0 0 0 0 1.41457633E-02 -9.65085745E-02 8.58400800E-02 1.29932778E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.69422979E+03
1 2
1  11 0 0 0 0 -1.00003430E-01 1.72647371E-02 1.22015714E-01 1.58702841E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.20240580E+03
1  -11 0 0 0 0 -1.25590414E-01 1.64308390E-02 1.40059073E-01 1.88837148E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.20240580E+03
2 2
1  11 0 0 0 0 8.28495322E-03 1.84877130E-02 4.53829249E-02 4.96995558E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.73676366E+03
1  -11 0 0 0 0 3.10623995E-01 -1.37117310E-01 4.18820663E-01 5.39165254E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.73676366E+03
3 2
1  11 0 0 0 0 -3.85302170E-02 -2.06965064E-01 1.91519792E-01 2.84603138E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.67069679E+03
1  -11 0 0 0 0 -5.68057736E-02 -1.36098902E-02 8.39258928E-02 1.02253022E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.67069679E+03
4 2
1  11 0 0 0 0 2.50085050E-02 -1.79438951E-01 1.43494765E-01 2.31115793E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.41300602E+03
1  -11 0 0 0 0 1.41031595E-01 -1.08014368E-01 3.21690563E-01 3.67480384E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.41300602E+03
5 2
1  11 0 0 0 0 -1.97632526E-01 3.05907141E-01 3.71399050E-01 5.20168289E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.33937498E+03
1  -11 0 0 0 0 -2.04978939E-03 3.72851538E-02 2.83495691E-02 4.68837114E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.33937498E+03
6 2
1  11 0 0 0 0 1.59651793E-02 3.52435629E-03 9.16438272E-02 9.30908111E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.04333217E+03
1  -11 0 0 0 0 1.59398743E-02 6.79245835E-03 5.87858710E-02 6.12861788E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.04333217E+03
7 2
1  11 0 0 0 0 2.02960065E-02 1.53220295E-02 2.95376551E-02 3.89764742E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.63158424E+03
1  -11 0 0 0 0 2.58989138E-02 -2.06660894E-02 5.15107192E-02 6.12470014E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.63158424E+03
8 2
1  11 0 0 0 0 3.43794465E-02 -4.34651748E-02 1.63938855E-01 1.73052350E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.05698085E+03
1  -11 0 0 0 0 2.01109395E-02 -1.21978488E-01 1.30636087E-01 1.79858246E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 4.05698085E+03
9 2
1  11 0 0 0 0 -6.27706863E-02 1.16322587E-01 1.60385038E-01 2.07832779E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.79118746E+03
1  -11 0 0 0 0 -6.80611199E-02 -1.83407963E-02 2.22717024E-01 2.33605594E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.79118746E+03
10 2
1  11 0 0 0 0 4.03409602E-03 5.48075752E-02 6.87279032E-02 8.79981188E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.25955759E+03
1  -11 0 0 0 0 1.07040852E-02 3.54307671E-02 6.53602784E-02 7.51124669E-02 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.25955759E+03
11 2
1  11 0 0 0 0 -4.23098495E-02 -1.58208547E-01 4.20158071E-01 4.50946641E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.64970897E+03
1  -11 0 0 0 0 -8.59183191E-02 -3.68188498E-02 1.11314158E-01 1.45356208E-01 5.10998950E-04 1.26450000E+02 9.70000000E-01 4.51530000E+02 3.64970897E+03
12 2
